樹種,区分,樹高(m),枝張(m),幹周(cm）,行政区,種別,整理番号,路線名,通称道路名,経度,緯度
ハナミズキ,高木,5,2,35,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700555,35.80096799
シャリンバイ,中木,1.5,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7886049,35.79623945
ライラック,中木,2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7886087,35.79625224
アキニレ,高木,7,3.5,65,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7600763,35.80357101
ハナミズキ,高木,5,2,35,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700573,35.80103764
クスノキ,高木,4,2,37,足立区,特例都道,461,吾妻橋伊興町線,,139.7886241,35.79629816
クスノキ,高木,9,4.5,118,足立区,特例都道,461,吾妻橋伊興町線,,139.7884917,35.7963393
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7884943,35.79634671
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7884954,35.79635558
シャリンバイ,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7885001,35.79636871
クスノキ,高木,6,3.5,82,足立区,特例都道,461,吾妻橋伊興町線,,139.7885038,35.79637942
ハナミズキ,高木,5,1.5,25,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700559,35.80111731
ライラック,中木,1.5,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7885066,35.79639195
ハナミズキ,高木,6,2.5,30,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770303,35.8010581
ハナミズキ,高木,6,2,30,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703023,35.80111202
ハナミズキ,高木,4,1.5,20,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700569,35.80119515
ライラック,中木,1.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703039,35.80113816
クスノキ,高木,6,3,51,足立区,特例都道,461,吾妻橋伊興町線,,139.7885315,35.79646992
シャリンバイ,中木,1.4,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7885376,35.79648783
シャリンバイ,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.788545,35.79651194
ハナミズキ,高木,5.5,2,34,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703035,35.80119409
クスノキ,高木,8.5,4.5,109,足立区,特例都道,461,吾妻橋伊興町線,,139.7885493,35.7965248
アキニレ,高木,7,3.5,76,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7596119,35.80393708
ハナミズキ,高木,5.5,2,33,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700559,35.8012841
ライラック,中木,1,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703033,35.8012226
ライラック,中木,1,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703026,35.80124129
ハナミズキ,高木,6,1,32,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703019,35.80126157
ハナミズキ,高木,3.5,1.5,20,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700543,35.80134253
サザンカ,中木,2.1,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595815,35.80404594
クスノキ,高木,8.5,4,92,足立区,特例都道,461,吾妻橋伊興町線,,139.7885817,35.79662546
トキワマンサク,高木,3,1.5,26,足立区,特例都道,461,吾妻橋伊興町線,,139.7887159,35.79659455
アキニレ,高木,7,5,83,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595792,35.8040575
ライラック,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7885849,35.79663591
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7885898,35.79664677
トキワマンサク,中木,2.1,,,足立区,特例都道,461,吾妻橋伊興町線,,139.788592,35.79665708
ハナミズキ,高木,7,2,30,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703082,35.80134952
ハナミズキ,高木,6,2.5,43,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700589,35.8014149
サザンカ,中木,2,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595651,35.80410512
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703063,35.80136372
クスノキ,高木,8,3.5,74,足立区,特例都道,461,吾妻橋伊興町線,,139.7886021,35.79668542
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703049,35.80137455
トキワマンサク,中木,2.6,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759546,35.80413669
アキニレ,高木,6,3.5,60,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595544,35.80413573
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703055,35.80138541
サザンカ,中木,2,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595532,35.80414719
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703057,35.80139666
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700579,35.80146742
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703054,35.80140515
ハナミズキ,高木,7,2,25,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703054,35.80141515
ハナミズキ,高木,3.5,1,15,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700597,35.80149458
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700598,35.80150344
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700599,35.80150929
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700599,35.8015188
サザンカ,中木,1.6,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595242,35.80422508
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700591,35.80152958
アキニレ,高木,4,1.5,37,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595221,35.80423249
ライラック,中木,1,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703045,35.8014727
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595082,35.80423949
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700587,35.80154031
クスノキ,高木,8,3.5,80,足立区,特例都道,461,吾妻橋伊興町線,,139.7886319,35.7967851
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595047,35.80425224
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595007,35.80426214
サザンカ,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7599226,35.80415678
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595152,35.80426186
トキワマンサク,中木,2.9,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7599394,35.80415468
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594971,35.80427518
アキニレ,高木,6.5,3.5,78,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7599178,35.80417167
ハナミズキ,高木,5.5,2.5,34,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7703037,35.80152205
サザンカ,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7599132,35.80418532
アキニレ,高木,5,2,36,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595058,35.80429144
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759488,35.8043004
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7595023,35.80430278
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594931,35.80432021
ヤマモモ,高木,5.5,3,51,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594868,35.80434491
トキワマンサク,中木,2.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594723,35.80436242
トキワマンサク,中木,2.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594685,35.80437442
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594759,35.80437845
サザンカ,中木,2.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598821,35.80429225
クスノキ,高木,10,4,107,足立区,特例都道,461,吾妻橋伊興町線,,139.7888089,35.79688827
トキワマンサク,中木,2.9,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598969,35.8042942
アキニレ,高木,6.5,4.5,52,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598822,35.80430366
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888141,35.79690168
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594593,35.80443322
トキワマンサク,中木,2.9,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598908,35.8043283
ライラック,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888213,35.79691952
サザンカ,中木,2.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598713,35.804337
トキワマンサク,中木,2.9,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598873,35.80434129
クスノキ,高木,8.5,3.5,108,足立区,特例都道,461,吾妻橋伊興町線,,139.7886896,35.79696661
アキニレ,高木,6,2,56,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594484,35.80445714
アキニレ,高木,7.5,4.5,71,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598687,35.80435233
サザンカ,中木,1.2,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598664,35.8043592
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594466,35.80446876
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888293,35.79694575
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7886972,35.79698734
ハナミズキ,高木,4.5,4,34,足立区,一般都道,104,川口草加線,,139.7607667,35.80414615
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7886983,35.79699739
クスノキ,高木,10.5,3.5,110,足立区,特例都道,461,吾妻橋伊興町線,,139.7888353,35.79696746
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7887036,35.79700963
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.760797,35.8041646
トキワマンサク,中木,2.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888397,35.79698354
クスノキ,高木,8.5,4.5,90,足立区,特例都道,461,吾妻橋伊興町線,,139.7887087,35.79702631
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.7608109,35.8041722
ライラック,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7887139,35.79704287
サザンカ,中木,1.6,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594235,35.80454651
アキニレ,高木,7,4.5,67,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7594199,35.80455834
クスノキ,高木,10,3.5,105,足立区,特例都道,461,吾妻橋伊興町線,,139.7888518,35.79702245
サザンカ,中木,1.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759416,35.80457205
ハナズオウ,中木,1,,,足立区,一般都道,104,川口草加線,,139.7609074,35.80422729
ハナズオウ,中木,1,,,足立区,一般都道,104,川口草加線,,139.760922,35.80423572
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.7607918,35.80428147
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.760801,35.80428648
アキニレ,高木,7,5.5,70,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7593903,35.80465321
ハナミズキ,高木,3.5,2.5,23,足立区,一般都道,104,川口草加線,,139.7608107,35.8042912
トキワマンサク,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7887463,35.7971469
ハナズオウ,中木,1.3,,,足立区,一般都道,104,川口草加線,,139.7608316,35.80430331
ライラック,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888851,35.79712118
サザンカ,中木,1.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7598009,35.80458689
クスノキ,高木,9,4.5,124,足立区,特例都道,461,吾妻橋伊興町線,,139.7887533,35.79717144
クスノキ,高木,10,5,134,足立区,特例都道,461,吾妻橋伊興町線,,139.7888935,35.79714773
アキニレ,高木,7,5,82,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597965,35.8046119
ハナミズキ,高木,5,4,53,足立区,一般都道,104,川口草加線,,139.7610564,35.80431418
ハナミズキ,高木,5.5,2,33,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700696,35.80200937
クスノキ,高木,9,4.5,88,足立区,特例都道,461,吾妻橋伊興町線,,139.7887698,35.79722931
サザンカ,中木,1.4,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597819,35.80465414
ハナズオウ,中木,1.3,,,足立区,一般都道,104,川口草加線,,139.7610766,35.80432646
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.7609396,35.80436503
サザンカ,中木,1.6,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7593575,35.80477841
トキワマンサク,中木,2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700711,35.80203967
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.7609548,35.80437602
アキニレ,高木,6.5,4.5,48,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7593526,35.80479927
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889172,35.7972288
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770067,35.80205889
サザンカ,中木,1.6,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7593457,35.80481988
シャリンバイ,中木,1.5,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889245,35.79724763
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889286,35.79726667
クスノキ,高木,8,3.5,99,足立区,特例都道,461,吾妻橋伊興町線,,139.7887961,35.79730592
ライラック,中木,2.2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888013,35.79731837
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770286,35.80206169
クスノキ,高木,10,4,137,足立区,特例都道,461,吾妻橋伊興町線,,139.7889376,35.79729173
ハナミズキ,高木,4.5,3,32,足立区,一般都道,104,川口草加線,,139.7611988,35.80439797
ハナミズキ,高木,6,2.5,26,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770285,35.80207897
ハナズオウ,中木,1.1,,,足立区,一般都道,104,川口草加線,,139.7612157,35.80440792
サザンカ,中木,1.3,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759745,35.80479398
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702855,35.80210472
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700677,35.80216284
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.7612436,35.80442378
ハナミズキ,高木,4,1,30,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700664,35.80217308
ハナミズキ,高木,4.5,3,34,足立区,一般都道,104,川口草加線,,139.7612653,35.80443592
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597373,35.80482913
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700668,35.80218549
ハナミズキ,高木,5.5,2,27,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702844,35.80213211
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.7611377,35.80447601
クスノキ,高木,4.5,2.5,37,足立区,特例都道,461,吾妻橋伊興町線,,139.7888238,35.79738788
アキニレ,高木,6,5,55,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597314,35.80484244
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700684,35.80219735
ハナミズキ,高木,5,4,43,足立区,一般都道,104,川口草加線,,139.761161,35.80448711
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700683,35.80220711
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597247,35.80486582
ハナズオウ,中木,1.2,,,足立区,一般都道,104,川口草加線,,139.7611788,35.80449825
ハナミズキ,高木,4,1,28,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700657,35.80222427
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770067,35.8022355
ヤマモモ,高木,6,3.5,80,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759718,35.8048886
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700676,35.80224542
ハナミズキ,高木,5.5,1.5,27,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700666,35.80225947
サザンカ,中木,1.7,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7597115,35.80491218
クスノキ,高木,9.5,3.5,102,足立区,特例都道,461,吾妻橋伊興町線,,139.7889835,35.79743709
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.788853,35.79748041
ライラック,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889886,35.79745299
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888568,35.79749438
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889924,35.79746599
ハナミズキ,高木,4,2.5,34,足立区,一般都道,104,川口草加線,,139.7612864,35.80456323
トキワマンサク,中木,2.1,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889944,35.79747173
トキワマンサク,中木,1.8,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770282,35.80228417
ハナミズキ,高木,7,2.5,25,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702829,35.80229546
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702827,35.802311
トキワマンサク,中木,2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888761,35.7975527
クスノキ,高木,9.5,3.5,86,足立区,特例都道,461,吾妻橋伊興町線,,139.7890099,35.79752152
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702831,35.8023257
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700651,35.80238167
ライラック,中木,2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.789015,35.79753386
ライラック,中木,1.4,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700656,35.80239196
クスノキ,高木,9,4,101,足立区,特例都道,461,吾妻橋伊興町線,,139.7888809,35.79757331
トキワマンサク,中木,2.2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7890182,35.79754592
ハナミズキ,高木,5,2,30,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770064,35.80240147
トキワマンサク,中木,2.2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7890197,35.79755117
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7596673,35.80508339
ライラック,中木,2.1,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888896,35.79759857
ハナミズキ,高木,6,1.5,24,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702801,35.80236705
ライラック,中木,1.4,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700655,35.80242629
トキワマンサク,中木,2.2,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7888926,35.79760834
ヤマモモ,高木,6.5,4,87,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7596648,35.80509706
ハナミズキ,高木,5,2,29,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700642,35.80243757
クスノキ,高木,9.5,4.5,110,足立区,特例都道,461,吾妻橋伊興町線,,139.7890289,35.79758474
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700642,35.80244788
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702811,35.80239234
クスノキ,高木,8,3.5,75,足立区,特例都道,461,吾妻橋伊興町線,,139.7889008,35.79763488
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702822,35.80241177
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.76161,35.80463363
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.759651,35.80513868
ライラック,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889054,35.79765323
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702813,35.80242727
ハナミズキ,高木,3,2,27,足立区,一般都道,104,川口草加線,,139.7616367,35.80464835
ヤマモモ,高木,5,3.5,68,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7592198,35.80526854
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702814,35.80244158
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.7616469,35.804654
アキニレ,高木,6.5,5,60,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7596402,35.80517586
ハナミズキ,高木,5.5,1,21,足立区,主要地方道,58,台東川口線,尾久橋通り,139.77028,35.80245322
サザンカ,中木,1.8,,,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7596362,35.80518778
トキワマンサク,中木,2.1,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702811,35.80246824
クスノキ,高木,9.5,4.5,103,足立区,特例都道,461,吾妻橋伊興町線,,139.7889197,35.79770292
トキワマンサク,中木,2.2,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702805,35.8024803
ハナミズキ,高木,5,2,29,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700618,35.80253665
クスノキ,高木,8.5,3.5,85,足立区,特例都道,461,吾妻橋伊興町線,,139.7890656,35.79770287
ライラック,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7890715,35.79772245
ハナズオウ,中木,1.4,,,足立区,一般都道,104,川口草加線,,139.7616264,35.80475799
ハナミズキ,高木,4,1,19,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700638,35.80260063
ハナミズキ,高木,3.5,2,26,足立区,一般都道,104,川口草加線,,139.7617735,35.80472717
ハナズオウ,中木,1.3,,,足立区,一般都道,104,川口草加線,,139.7616381,35.80476508
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.7617893,35.80473489
ハナミズキ,高木,4,3,26,足立区,一般都道,104,川口草加線,,139.7616511,35.80477122
シャリンバイ,中木,1.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7890833,35.79774969
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770063,35.80262276
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.7616589,35.80477645
ハナズオウ,中木,1.3,,,足立区,一般都道,104,川口草加線,,139.7618028,35.80474344
ライラック,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889509,35.79779578
クスノキ,高木,8,3.5,83,足立区,特例都道,461,吾妻橋伊興町線,,139.7890872,35.79776219
ハナズオウ,中木,1,,,足立区,一般都道,104,川口草加線,,139.7616733,35.80478508
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.761817,35.80475207
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700643,35.80264031
アキニレ,高木,7,5,84,足立区,一般都道,106,東京鳩ヶ谷線,鳩ヶ谷街道,139.7591333,35.80544485
ハナズオウ,中木,1.1,,,足立区,一般都道,104,川口草加線,,139.7616881,35.80479235
クスノキ,高木,9.5,3.5,96,足立区,特例都道,461,吾妻橋伊興町線,,139.788954,35.79780977
ハナミズキ,高木,3,0.5,14,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700629,35.8026505
ハナズオウ,中木,1.5,,,足立区,一般都道,104,川口草加線,,139.761836,35.80476166
ハナミズキ,高木,3,2.5,30,足立区,一般都道,104,川口草加線,,139.7618455,35.80476846
シャリンバイ,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889612,35.79782716
ハナミズキ,高木,3,2,27,足立区,一般都道,104,川口草加線,,139.7617161,35.80480959
ハナズオウ,中木,1.6,,,足立区,一般都道,104,川口草加線,,139.76186,35.80477578
ハナズオウ,中木,1.1,,,足立区,一般都道,104,川口草加線,,139.7617313,35.80481897
シャリンバイ,中木,1.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889669,35.79784682
ライラック,中木,1.5,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700625,35.80269489
ハナズオウ,中木,1.4,,,足立区,一般都道,104,川口草加線,,139.7617471,35.80482779
クスノキ,高木,9,4,104,足立区,特例都道,461,吾妻橋伊興町線,,139.7889707,35.79786008
アジサイ,中木,1.7,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7889712,35.7978635
ハナミズキ,高木,4,1.5,20,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700605,35.80270722
ハナズオウ,中木,1.4,,,足立区,一般都道,104,川口草加線,,139.7617579,35.80483446
トキワマンサク,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700639,35.80272525
トキワマンサク,中木,2.6,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7891163,35.79785395
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7700629,35.80273671
ライラック,中木,1.6,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.770274,35.80268769
ハナズオウ,中木,1.2,,,足立区,一般都道,104,川口草加線,,139.7618036,35.80486202
クスノキ,高木,9.5,5,106,足立区,特例都道,461,吾妻橋伊興町線,,139.7891202,35.7978693
ライラック,中木,1.7,,,足立区,主要地方道,58,台東川口線,尾久橋通り,139.7702746,35.8027064
トキワマンサク,中木,2.8,,,足立区,特例都道,461,吾妻橋伊興町線,,139.7891258,35.79788184
ハナズオウ,中木,1.1,,,足立区,一般都道,104,川口草加線,,139.7618409,35.80488369
